Company,Exchange:Ticker,Industry ,Country,Broad Group,Sub Group,Bottom up Beta for sector,Bottom up levered beta,ERP for Country,Cost of equity in US$,Total Default Spread for cost of debt (Company + Country),Pre-tax cost of debt in US $,After-tax cost of debt in US $,Cost of capital in US$,ROE - Cost of Equity,ROIC - Cost of Capital,Marketcapital,PV of lease debt,Total Debt,Total Debt incl leases (in US $),Firm Value (in US $),Cash,Enterprise Value (in US $),Cash/ Firm Value,Liquidity Ratio (Daily trading volume/Shrs outs),Book Debt to capital ratio,MDC,Book Debt to Equity Ratio,Market Debt to Equity ratio,"Stock price (Dec 31, 2012)in US$",Beta,Correlation with market,Standard deviation in stock price,HiL0 Risk Measure (Hi- lo)/ (Hi+Lo),Interest coverage ratio,Current PE,Trailing PE,Forward PE,PEG,PBV,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Payout ratio,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,roe,Return on Capital (ROC or ROIC),npm,Pre-tax Operating Margin,Effective Tax Rate,% held by institutions,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA,EBIT (1-t),Net Debt issued (Debt issue - repaid),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income,Dividends + Buybacks,CRP,Country Marginal tax rate
edel AG (XTRA:EDL),XTRA:EDL,Entertainment,Germany,Developed Europe,EU & Environs,0.8742,1.3504,#REF!,#REF!,1.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$66.10 ,$0.00 ,$46.60 ,$46.60 ,$112.70 ,$32.20 ,$80.50 ,28.57%,0,53.81%,41.35%,116.50%,70.50%,$2.94 ,0.99,10.49%,44.34%,0.15,2.45,14.66,33.9,17.82,NA,1.65,0.35,11.42,4.63,1.65,0.43,148.21%,4.37%,NA,-4.07%,5.07%,0.88%,NA,5.14%,4.71%,14.30%,1.02%,3.67%,22.73%,0.17%,$4.51 ,$1.95 ,$7.05 ,$7.05 ,$188.60 ,$192.10 ,$17.40 ,$15.30 ,$5.45 ,($15.28),($4.10),$1.88 ,-40.75%,$7.67 ,$19.45 ,$4.17 ,$41.40 ,$49.30 ,$40.00 ,$48.80 ,($2.89),0.19,1.12,0.5,0.08,0.13,$7.34 ,$1.83 ,($3.33),0.00%,21%
Altenburger & Stralsunder Spielkarten-Fabriken AG (ASS) (DB:ASS),DB:ASS,Recreation,Germany,Developed Europe,EU & Environs,0.8585,0.8585,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$66.10 ,$0.00 ,$0.00 ,$0.00 ,$66.10 ,$0.00 ,$66.10 ,0.00%,NA,NA,0.00%,NA,0.00%,$5.51 ,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
Paragon AG (XTRA:PGN),XTRA:PGN,Auto Parts,Germany,Developed Europe,EU & Environs,1.1136,1.475,#REF!,#REF!,2.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$59.10 ,$0.00 ,$31.70 ,$31.70 ,$90.80 ,$23.70 ,$67.10 ,26.10%,0,63.65%,34.91%,175.14%,53.64%,$14.37 ,1.07,29.15%,66.46%,0.16,2.87,9.67,25.36,8.5,NA,3.27,0.62,13.53,4.6,2.57,0.7,83.69%,3.30%,-70.00%,3.73%,5.79%,-10.90%,NA,6.30%,12.53%,27.40%,2.47%,5.25%,39.48%,23.40%,$6.11 ,$2.33 ,$4.96 ,$4.96 ,$95.60 ,$94.50 ,$14.60 ,$10.40 ,$3.00 ,($12.48),$2.91 ,$2.17 ,169.33%,($2.08),$9.73 ,($2.75),$18.60 ,$18.10 ,$18.10 ,$26.10 ,($1.95),0.78,0.04,0.5,0.17,0.18,$0.59 ,($5.41),($1.95),0.00%,21%
CSP International Fashion Group SpA (BIT:CSP),BIT:CSP,Apparel,Italy,Developed Europe,EU & Environs,0.8237,1.0772,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$58.70 ,$0.00 ,$28.40 ,$28.40 ,$87.10 ,$18.30 ,$68.80 ,21.01%,0,24.19%,32.61%,31.91%,48.38%,$1.82 ,0.66,8.37%,44.22%,0.26,9.92,6,6.97,NA,NA,0.66,0.33,4.77,3.76,0.82,0.39,0.00%,0.00%,1.86%,-4.35%,10.70%,2.24%,NA,NA,11.49%,24.91%,4.73%,8.09%,36.39%,0.57%,$9.79 ,$8.42 ,$12.90 ,$14.42 ,$178.20 ,$178.20 ,$18.30 ,$16.10 ,$9.17 ,$0.00 ,$0.00 ,($1.84),-20.06%,$11.01 ,$10.26 ,$10.26 ,$73.30 ,$57.90 ,$89.00 ,$83.60 ,$0.00 ,0.15,0.7,0.5,0.1,0.11,$3.93 ,$2.40 ,$0.00 ,2.85%,21%
Yunsa Yunlu Sanayi ve Ticaret a.s. (IBSE:YUNSA),IBSE:YUNSA,Apparel,Turkey,Developed Europe,EU & Environs,0.8237,1.5988,#REF!,#REF!,3.70%,#REF!,#REF!,#REF!,#REF!,#REF!,$56.00 ,$0.00 ,$52.70 ,$52.70 ,$108.70 ,$0.68 ,$108.02 ,0.63%,0,59.15%,48.48%,144.78%,94.11%,$1.92 ,0.42,3.16%,61.66%,0.32,0.92,13.46,9.54,NA,NA,1.54,0.39,8.44,NA,1.22,0.75,0.00%,0.00%,102.00%,NA,18.20%,NA,NA,NA,15.05%,14.00%,4.68%,10.22%,0.00%,2.05%,$4.16 ,$5.87 ,$12.80 ,$12.80 ,$143.20 ,$125.30 ,$0.00 ,$0.00 ,$12.80 ,$0.00 ,$0.00 ,$0.00 ,0.00%,$12.80 ,$5.87 ,$5.87 ,$39.00 ,$91.41 ,$36.40 ,$88.42 ,$0.00 ,0.08,0.48,0.5,0.09,0.12,$5.01 ,$1.91 ,$0.00 ,3.30%,21%
Austria Email AG (WBAG:AEM),WBAG:AEM,Furn/Home Furnishings,Austria,Developed Europe,EU & Environs,0.8669,0.8669,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$52.20 ,$0.00 ,$0.00 ,$0.00 ,$52.20 ,$0.00 ,$52.20 ,0.00%,0,NA,0.00%,NA,0.00%,$12.43 ,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.28,0.19,$2.42 ,$1.98 ,$0.00 ,0.00%,21%
Everyman Media Group plc (AIM:EMAN),AIM:EMAN,Entertainment,United Kingdom,Developed Europe,UK,0.8742,0.8742,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$51.10 ,$0.00 ,$0.00 ,$0.00 ,$51.10 ,$0.00 ,$51.10 ,0.00%,0,NA,0.00%,NA,0.00%,$1.41 ,NA,NA,NA,0.11,2.28,1381.08,1381.08,176.25,NA,NA,3.45,133.42,NA,NA,3.45,0.00%,0.00%,78.80%,NA,19.30%,NA,NA,NA,NA,NA,0.25%,2.59%,50.00%,5.87%,$0.04 ,$0.04 ,$0.38 ,$0.38 ,$14.80 ,$14.80 ,$0.00 ,$0.00 ,$0.19 ,$0.00 ,$0.00 ,$0.00 ,0.00%,$0.19 ,$0.04 ,$0.04 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,30%
Weborama (ENXTPA:ALWEB),ENXTPA:ALWEB,Advertising,France,Developed Europe,EU & Environs,0.8911,1.005,#REF!,#REF!,1.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$45.60 ,$0.00 ,$5.83 ,$5.83 ,$51.43 ,$9.41 ,$42.02 ,18.30%,0,20.08%,11.34%,25.13%,12.79%,$13.07 ,0.44,12.65%,53.56%,0.3,11.35,11.75,19.83,30.61,NA,1.97,1.3,17.81,8.58,3.86,1.2,88.70%,4.47%,-2.52%,11.00%,27.30%,30.00%,NA,8.56%,11.00%,31.42%,6.41%,6.57%,0.00%,8.87%,$3.88 ,$2.30 ,$2.36 ,$2.36 ,$35.10 ,$35.90 ,$4.90 ,$3.73 ,$2.36 ,$1.00 ,$0.00 ,$2.89 ,122.42%,($0.53),($1.59),($0.59),$20.90 ,$7.51 ,$23.20 ,$10.88 ,($2.04),0.27,0.12,0.5,NA,NA,NA,NA,($2.04),0.60%,21%
Ki Group S.p.A. (BIT:KI),BIT:KI,Retail (Special Lines),Italy,Developed Europe,EU & Environs,0.799,0.8772,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,NA,NA,$43.00 ,$0.00 ,$4.21 ,$4.21 ,$47.21 ,$0.79 ,$46.43 ,1.66%,0,86.31%,8.92%,630.24%,9.79%,$7.79 ,NA,NA,NA,0.13,NA,NA,NA,NA,NA,64.37,NA,NA,NA,11.6,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.67 ,$4.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,2.85%,21%
Domia Group (ENXTPA:MLDOM),ENXTPA:MLDOM,Educational Services,France,Developed Europe,EU & Environs,0.794,0.794,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$41.70 ,$0.00 ,$0.00 ,$0.00 ,$41.70 ,$0.00 ,$41.70 ,0.00%,0,NA,0.00%,NA,0.00%,$0.99 ,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,0.16%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,21%
Gino Rossi SA (WSE:GRI),WSE:GRI,Shoe,Poland,Developed Europe,EU & Environs,0.8966,1.1408,#REF!,#REF!,3.35%,#REF!,#REF!,#REF!,#REF!,#REF!,$41.00 ,$0.00 ,$15.20 ,$15.20 ,$56.20 ,$1.02 ,$55.18 ,1.81%,0,41.19%,27.05%,70.05%,37.07%,$0.86 ,1.35,17.61%,87.89%,0.51,0.57,30.15,90.91,NA,NA,1.89,0.61,46.37,16.77,1.54,0.82,0.00%,0.00%,NA,-27.20%,5.26%,2.14%,NA,NA,2.17%,3.70%,0.66%,1.74%,26.55%,51.01%,$1.36 ,$0.45 ,$1.19 ,$1.19 ,$67.50 ,$68.40 ,$3.29 ,$3.13 ,$0.87 ,($2.07),$1.37 ,$0.89 ,258.44%,($1.38),$0.26 ,($1.81),$20.80 ,$32.13 ,$21.70 ,$35.88 ,$0.00 ,0.62,0.8,0.5,0.12,0.14,$1.35 ,($0.51),$0.00 ,1.28%,21%
Borgosesia S.p.A. (BIT:BO),BIT:BO,Apparel,Italy,Developed Europe,EU & Environs,0.8237,1.8083,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$38.90 ,$0.00 ,$46.50 ,$46.50 ,$85.40 ,$0.67 ,$84.73 ,0.78%,0,42.90%,54.45%,75.12%,119.54%,$1.24 ,0.25,NA,NA,0.18,NA,NA,NA,NA,NA,0.63,7.51,NA,NA,0.79,16.36,NA,0.00%,NA,NA,-43.10%,NA,NA,NA,-5.95%,-3.26%,-73.48%,-71.43%,0.00%,NA,($3.96),($3.74),($3.81),($3.64),$5.18 ,$5.09 ,($2.44),($2.26),($3.64),$0.00 ,$0.00 ,($5.37),NA,$1.73 ,$1.63 ,$1.63 ,$62.90 ,$111.39 ,$61.90 ,$107.73 ,$0.00 ,0,0.38,0.5,NA,NA,NA,NA,$0.00 ,2.85%,21%
Munchener Tierpark Hellabrunn AG (BAYB:MTP),BAYB:MTP,Recreation,Germany,Developed Europe,EU & Environs,0.8585,0.8585,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$38.50 ,$0.00 ,$0.00 ,$0.00 ,$38.50 ,$0.00 ,$38.50 ,0.00%,NA,NA,0.00%,NA,0.00%,$128.42 ,NA,NA,NA,0.12,NA,190.59,190.59,NA,NA,NA,2.83,NA,43.06,NA,2.83,0.00%,0.00%,NA,NA,7.74%,3.36%,NA,NA,NA,NA,1.49%,-3.52%,22.09%,NA,$0.20 ,$0.20 ,($0.48),($0.48),$13.60 ,$13.60 ,$0.89 ,$0.89 ,($0.37),$0.00 ,$0.00 ,($1.37),NA,$1.00 ,$1.57 ,$1.57 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.07,0.11,($0.85),($0.43),$0.00 ,0.00%,21%
Isbir Holding A.S. (IBSE:ISBIR),IBSE:ISBIR,Furn/Home Furnishings,Turkey,Developed Europe,EU & Environs,0.8669,0.8669,#REF!,#REF!,4.70%,#REF!,#REF!,#REF!,NA,NA,$38.50 ,$0.00 ,$0.00 ,$0.00 ,$38.50 ,$0.00 ,$38.50 ,0.00%,NA,NA,0.00%,NA,0.00%,$60.56 ,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,3.30%,21%
Seat Pagine Gialle SpA (BIT:PG),BIT:PG,Publshing & Newspapers,Italy,Developed Europe,EU & Environs,0.7712,45.7878,#REF!,#REF!,5.90%,#REF!,#REF!,#REF!,NA,NA,$37.70 ,$0.00 ,"$2,200.70 ","$2,200.70 ","$2,238.40 ",$258.90 ,"$1,979.50 ",11.57%,0.03,NA,98.32%,NA,5837.40%,$0.00 ,1.12,5.48%,150.00%,0.78,NA,NA,NA,NA,NA,NA,0.12,NA,NA,5.71,6.11,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,-305.37%,-72.31%,0.00%,0.84%,"($1,374.80)","($2,428.00)",($574.90),($574.90),$324.10 ,$795.10 ,($549.40),($433.40),($574.90),$38.20 ,$0.00 ,($752.33),NA,$177.43 ,"($1,713.87)","($1,675.67)",$0.00 ,$0.00 ,"($1,475.00)",$346.50 ,$0.00 ,0.35,NA,0.5,0.15,NA,$32.04 ,NA,$0.00 ,2.85%,21%
Soktas Pamuk Ve Tarim Urunlerini Degerlendirme Ticaret Ve Sanayi AS (IBSE:SKTAS),IBSE:SKTAS,Apparel,Turkey,Developed Europe,EU & Environs,0.8237,3.919,#REF!,#REF!,6.20%,#REF!,#REF!,#REF!,#REF!,#REF!,$35.10 ,$0.00 ,$131.90 ,$131.90 ,$167.00 ,$4.02 ,$162.98 ,2.41%,0.01,65.36%,78.98%,188.70%,375.78%,$1.11 ,1.48,18.71%,100.09%,0.38,NA,NA,NA,NA,NA,0.5,0.34,NA,NA,0.82,1.58,NA,0.00%,NA,NA,13.10%,10.90%,NA,NA,-25.50%,-6.97%,-29.00%,-14.75%,0.00%,0.14%,($22.60),($28.30),($14.40),($14.40),$103.40 ,$97.60 ,$0.00 ,$0.00 ,($14.40),$0.00 ,$0.00 ,$0.00 ,NA,($14.40),($28.30),($28.30),$111.00 ,$206.47 ,$69.90 ,$197.78 ,$0.00 ,0.75,0.72,0.5,NA,NA,NA,NA,$0.00 ,3.30%,21%
Briju Sp¨®lka Akcyjna (WSE:BRI),WSE:BRI,Apparel,Poland,Developed Europe,EU & Environs,0.8237,0.8926,#REF!,#REF!,4.85%,#REF!,#REF!,#REF!,#REF!,#REF!,$34.30 ,$0.00 ,$3.08 ,$3.08 ,$37.38 ,$0.09 ,$37.29 ,0.24%,NA,23.37%,8.24%,30.50%,8.98%,$5.73 ,0.87,16.12%,116.13%,0.35,14.17,30.35,15.31,NA,NA,3.4,0.46,12.9,21.68,2.85,0.5,0.00%,0.00%,NA,NA,NA,NA,NA,NA,33.09%,29.16%,2.44%,3.15%,6.89%,11.09%,$1.13 ,$2.24 ,$2.89 ,$2.89 ,$73.90 ,$91.70 ,$1.72 ,$3.10 ,$2.69 ,$0.24 ,$5.95 ,$1.30 ,269.42%,($4.56),($5.25),($5.01),$6.77 ,$9.91 ,$10.10 ,$13.09 ,$0.00 ,0.75,-0.2,0.5,NA,NA,NA,NA,$0.00 ,1.28%,21%
INVISIO Communications AB (publ.) (OM:IVSO),OM:IVSO,Electronics (Consumer & Office),Sweden,Developed Europe,EU & Environs,1.0419,1.2435,#REF!,#REF!,3.00%,#REF!,#REF!,#REF!,NA,#REF!,$32.20 ,$0.00 ,$6.23 ,$6.23 ,$38.43 ,$0.02 ,$38.41 ,0.05%,0,NA,16.21%,NA,19.35%,$0.79 ,0.5,6.32%,92.10%,0.44,NA,NA,NA,262.33,NA,NA,4.87,NA,NA,7.95,5.81,NA,0.00%,NA,NA,30.20%,12.30%,NA,61.50%,NA,-64.03%,-19.51%,-13.38%,0.00%,31.22%,($4.53),($2.38),($1.92),($1.63),$6.61 ,$12.20 ,($3.16),($0.95),($1.63),($0.59),$0.90 ,$0.67 ,NA,($3.21),($3.36),($3.95),($0.58),$2.55 ,($1.38),$4.83 ,$0.00 ,0.23,0.29,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
Hotelim Soci¨¦t¨¦ Anonyme (ENXTPA:MLHOT),ENXTPA:MLHOT,Hotel/Gaming,France,Developed Europe,EU & Environs,0.7409,0.7409,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$31.90 ,$0.00 ,$0.00 ,$0.00 ,$31.90 ,$0.00 ,$31.90 ,0.00%,NA,NA,0.00%,NA,0.00%,$34.45 ,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,21%
MIT Mobile Internet Technology Sp¨®lka Akcyjna (WSE:MIT),WSE:MIT,Publshing & Newspapers,Poland,Developed Europe,EU & Environs,0.7712,1.1777,#REF!,#REF!,4.85%,#REF!,#REF!,#REF!,#REF!,#REF!,$30.80 ,$0.00 ,$19.10 ,$19.10 ,$49.90 ,$0.16 ,$49.74 ,0.32%,0,13.49%,38.28%,15.59%,62.01%,$0.19 ,1.4,14.14%,101.29%,0.49,4.39,18.55,8,7.42,NA,0.25,0.85,7.46,5.31,1.17,1.37,0.00%,0.00%,49.30%,73.50%,1.22%,-6.32%,NA,NA,3.32%,16.04%,11.74%,20.34%,14.99%,0.01%,$1.66 ,$3.85 ,$6.67 ,$6.67 ,$36.30 ,$32.80 ,$9.37 ,$11.30 ,$5.67 ,$3.06 ,$4.23 ,$2.41 ,117.14%,($0.97),($5.85),($2.79),$115.80 ,$41.59 ,$122.50 ,$42.54 ,$0.00 ,0.57,0.95,0.5,0.14,0.11,$2.55 ,$1.97 ,$0.00 ,1.28%,21%
FAST Casualwear AG (DB:FCA),DB:FCA,Apparel,Germany,Developed Europe,EU & Environs,0.8237,1.2444,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$29.40 ,$0.00 ,$22.60 ,$22.60 ,$52.00 ,$2.18 ,$49.82 ,4.19%,0,17.81%,43.46%,21.67%,76.87%,$2.41 ,NA,NA,NA,0.73,5.68,2.23,3.04,NA,NA,0.28,0.18,3.1,1.96,0.4,0.31,0.00%,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,6.00%,9.96%,33.56%,4.10%,$13.20 ,$9.68 ,$15.90 ,$16.08 ,$161.50 ,$161.40 ,$25.40 ,$25.40 ,$10.68 ,$0.00 ,$0.00 ,$0.00 ,0.00%,$10.68 ,$9.68 ,$9.68 ,$0.00 ,$0.00 ,$104.30 ,$124.72 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
Say Reklamcilik Yapi Dekorasyon Proje Taahhut Sanayi Ve Ticaret A S (IBSE:SAYAS),IBSE:SAYAS,Advertising,Turkey,Developed Europe,EU & Environs,0.8911,1.1241,#REF!,#REF!,4.70%,#REF!,#REF!,#REF!,NA,NA,$29.10 ,$0.00 ,$7.61 ,$7.61 ,$36.71 ,$4.85 ,$31.86 ,13.21%,0.01,31.05%,20.73%,45.03%,26.15%,$1.31 ,NA,NA,NA,0.14,NA,NA,NA,NA,NA,1.72,NA,NA,NA,1.62,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$16.90 ,$19.66 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,3.30%,21%
Oscar Properties AB (OM:OP PREF),OM:OP PREF,Homebuilding,Sweden,Developed Europe,EU & Environs,1.0371,1.0371,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$28.50 ,$0.00 ,$0.00 ,$0.00 ,$28.50 ,$0.00 ,$28.50 ,0.00%,0,NA,0.00%,NA,0.00%,$38.94 ,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,0.85,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,0.00%,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$33.60 ,$33.60 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
Bilici Yatirim Sanayi ve Ticaret A.S. (IBSE:BLCYT),IBSE:BLCYT,Apparel,Turkey,Developed Europe,EU & Environs,0.8237,0.8237,#REF!,#REF!,4.70%,#REF!,#REF!,#REF!,#REF!,#REF!,$24.30 ,$0.00 ,$0.00 ,$0.00 ,$24.30 ,$0.00 ,$24.30 ,0.00%,0.02,NA,0.00%,NA,0.00%,$0.54 ,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,0.00%,0.00%,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$41.00 ,$24.76 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,3.30%,21%
"Ayco Grupo Inmobiliario, S.A. (BDM:AYC)",BDM:AYC,Homebuilding,Spain,Developed Europe,EU & Environs,1.0371,10.3661,#REF!,#REF!,3.20%,#REF!,#REF!,#REF!,#REF!,#REF!,$23.30 ,$0.00 ,$209.60 ,$209.60 ,$232.90 ,$0.03 ,$232.87 ,0.01%,NA,NA,90.00%,NA,899.57%,$5.25 ,0.34,6.32%,37.95%,0.4,NA,NA,NA,NA,NA,NA,4.17,NA,NA,1.51,41.66,NA,0.00%,NA,NA,-19.40%,-1.09%,NA,NA,-1013.18%,-26.07%,-1071.43%,-923.26%,0.00%,42.12%,($57.80),($61.50),($53.00),($53.00),$5.59 ,$5.74 ,($48.80),($53.00),($53.00),$0.00 ,$0.00 ,$0.00 ,NA,($53.00),($61.50),($61.50),$6.07 ,$203.31 ,($55.10),$154.47 ,$0.00 ,0.1,0.32,0.5,0.16,0.17,($5.51),($8.03),$0.00 ,3.30%,21%
Pittards plc (LSE:PTD),LSE:PTD,Apparel,United Kingdom,Developed Europe,UK,0.8237,1.2125,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$23.00 ,$0.00 ,$11.20 ,$11.20 ,$34.20 ,$1.03 ,$33.17 ,3.01%,0,30.19%,32.75%,43.24%,48.70%,$0.05 ,-0.09,5.48%,NA,0.36,4.57,52.39,12.57,7.14,NA,0.89,0.38,13.16,12.52,0.92,0.55,0.00%,0.00%,-29.50%,NA,9.15%,7.35%,NA,3.98%,7.56%,7.42%,3.24%,4.46%,3.07%,33.19%,$0.44 ,$1.83 ,$2.52 ,$2.52 ,$60.20 ,$56.50 ,$2.65 ,$3.60 ,$2.44 ,($1.19),$2.87 ,$0.93 ,155.49%,($1.36),($0.78),($1.97),$24.20 ,$33.95 ,$25.90 ,$36.07 ,$0.00 ,-0.17,0.22,0.5,0.11,0.18,$0.06 ,$3.96 ,$0.00 ,0.60%,30%
Wige Media AG (XTRA:WIG),XTRA:WIG,Broadcasting,Germany,Developed Europe,EU & Environs,1.0846,1.3684,#REF!,#REF!,4.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$21.90 ,$0.00 ,$5.73 ,$5.73 ,$27.63 ,$7.37 ,$20.26 ,26.67%,0,47.04%,20.74%,88.84%,26.16%,$1.93 ,0.92,14.14%,106.95%,0.67,NA,NA,NA,NA,NA,3.4,0.44,NA,NA,4.21,0.41,NA,0.00%,NA,NA,3.81%,-4.12%,NA,27.60%,-92.39%,-44.03%,-21.18%,-14.95%,0.00%,6.30%,($7.27),($8.98),($7.90),($6.34),$49.30 ,$42.40 ,($2.71),($3.85),($6.34),$0.00 ,$0.00 ,($3.83),NA,($2.51),($5.15),($5.15),$9.72 ,$14.40 ,$6.45 ,$4.81 ,$0.00 ,0.61,0.17,0.5,0.11,0.11,($2.28),($2.44),$0.00 ,0.00%,21%
